CustomerId,rfm_total,rfm_segment,Exited
15609319,9,Others,0
15792180,7,Others,0
15701121,9,At Risk,1
15585198,9,At Risk,1
15623196,7,At Risk,0
15814930,7,At Risk,1
15733297,6,At Risk,0
15617206,6,Others,0
15730044,4,Inactive,1
15605286,5,Inactive,1
15810385,10,Others,0
15743818,6,At Risk,0
15742971,9,Potential Loyalist,0
15779947,7,Potential Loyalist,1
15656086,8,At Risk,1
15667944,11,Others,0
15731507,12,Others,0
15599860,6,At Risk,1
15722845,8,Potential Loyalist,0
15589948,8,Potential Loyalist,0
15633834,9,Potential Loyalist,0
15741865,6,At Risk,0
15737071,7,At Risk,1
15696852,6,At Risk,1
15705009,9,Others,1
15600708,9,Others,0
15665524,11,Others,0
15803032,10,Others,0
15618255,8,Potential Loyalist,1
15760177,6,At Risk,0
15650288,10,Others,0
15715673,12,Others,1
15565779,10,Others,0
15587647,11,Others,1
15581323,7,Others,0
15585106,6,Others,0
15661936,9,Potential Loyalist,0
15777045,9,Potential Loyalist,1
15624633,6,At Risk,0
15634551,8,Potential Loyalist,1
15756196,6,At Risk,0
15578799,6,At Risk,1
15596013,12,Others,1
15719950,6,At Risk,0
15633194,4,Inactive,1
15718369,6,At Risk,0
15759913,5,Inactive,0
15619130,5,Inactive,0
15628530,9,Potential Loyalist,0
15795224,10,Others,1
15637947,11,Others,0
15582714,8,At Risk,1
15654531,11,Others,1
15605264,8,Potential Loyalist,0
15607986,6,At Risk,0
15644400,8,At Risk,0
15813681,7,Others,0
15715199,7,At Risk,0
15575498,8,Potential Loyalist,0
15783691,10,Others,0
15684868,8,At Risk,1
15745030,9,Potential Loyalist,0
15709737,6,At Risk,0
15722765,11,Others,0
15785576,9,Others,0
15745355,8,At Risk,0
15792077,6,Others,0
15609286,6,At Risk,0
15658935,5,Inactive,0
15722364,4,Inactive,0
15691625,9,Potential Loyalist,0
15732943,12,Others,1
15719958,6,Others,0
15744873,11,Others,1
15664897,9,Others,1
15734085,7,At Risk,0
15774262,4,Inactive,0
15779176,6,Others,1
15736990,9,Potential Loyalist,0
15759038,9,Potential Loyalist,0
15721007,10,Others,1
15806447,8,Potential Loyalist,0
15737521,8,At Risk,0
15663249,8,At Risk,0
15567063,8,At Risk,1
15700460,9,At Risk,1
15783305,9,Others,0
15642787,12,Others,0
15704581,9,Others,0
15785559,10,Others,1
15751120,10,Others,0
15637118,12,Others,0
15785705,7,At Risk,1
15614929,9,Potential Loyalist,0
15696355,10,Others,0
15717736,4,Inactive,0
15795149,9,Others,0
15633141,12,Others,0
15655229,8,At Risk,0
15671769,5,Inactive,1
15771742,5,Inactive,1
15687001,10,Others,1
15585835,9,Potential Loyalist,0
15813503,6,Others,0
15591822,8,At Risk,0
15753174,5,Inactive,1
15670080,8,At Risk,0
15735263,9,At Risk,0
15655175,9,Potential Loyalist,1
15798256,10,Others,1
15710390,5,Inactive,0
15596914,7,Others,0
15669281,12,Others,0
15746704,4,Inactive,0
15786199,9,Others,0
15801247,5,Inactive,0
15668894,7,At Risk,0
15729771,8,At Risk,1
15756425,10,Others,0
15756321,11,Others,1
15692631,8,At Risk,0
15666270,10,Others,1
15651264,12,Others,1
15701741,9,Potential Loyalist,0
15624388,7,At Risk,1
15791925,8,At Risk,0
15736533,11,Others,0
15747821,10,Others,0
15690164,12,Others,0
15604130,11,Others,0
15662098,9,Potential Loyalist,1
15771087,8,Potential Loyalist,0
15649668,4,Inactive,0
15805637,5,Inactive,1
15683007,11,Others,0
15790564,4,Inactive,0
15701301,9,Potential Loyalist,1
15635143,9,Others,0
15762277,11,Others,1
15681342,8,Potential Loyalist,0
15698321,6,Others,0
15812356,6,At Risk,0
15706552,8,At Risk,0
15718572,4,Inactive,0
15813916,10,Others,0
15684999,8,At Risk,0
15591724,11,Others,0
15804002,10,Others,0
15619407,8,At Risk,0
15676156,9,Potential Loyalist,0
15671987,9,Others,0
15718921,6,At Risk,0
15803121,11,Others,1
15567980,9,At Risk,1
15595728,12,Others,1
15728693,9,Others,0
15760749,8,At Risk,0
15574886,7,At Risk,0
15638989,11,Others,1
15685947,11,Others,1
15717893,9,Others,0
15765650,11,Others,0
15711618,10,Others,1
15702968,9,Others,0
15758362,6,At Risk,0
15631868,9,Others,0
15637366,5,Inactive,0
15686164,10,Others,0
15726466,10,Others,0
15651001,11,Others,0
15726494,8,At Risk,1
15770539,10,Others,0
15604146,4,Inactive,0
15774744,7,Others,0
15677369,11,Others,0
15615938,10,Others,0
15735203,10,Others,0
15755731,8,At Risk,1
15715920,6,At Risk,0
15810732,6,Others,0
15791513,9,Others,1
15684516,12,Others,0
15789313,9,Potential Loyalist,1
15583681,4,Inactive,0
15806901,9,Others,0
15769974,10,Others,0
15769504,10,Others,0
15712807,9,Others,1
15732628,9,Others,0
15647301,6,Others,0
15763415,11,Others,0
15591969,6,At Risk,0
15682600,8,At Risk,1
15684296,9,At Risk,0
15724296,9,Potential Loyalist,0
15608344,6,Others,1
15682834,5,Inactive,0
15601045,9,Others,0
15665129,10,Others,0
15626612,12,Others,1
15724127,11,Others,0
15642725,8,At Risk,0
15586029,9,Potential Loyalist,0
15601417,6,Others,0
15746737,6,At Risk,0
15778481,10,Others,0
15752885,10,Others,0
15792388,6,At Risk,0
15597109,11,Others,0
15621435,12,Others,0
15648898,6,At Risk,0
15697625,9,Potential Loyalist,0
15583456,4,Inactive,1
15630913,11,Others,0
15626948,10,Others,0
15800116,9,At Risk,0
15613141,9,Others,0
15625035,4,Inactive,0
15596136,6,At Risk,0
15613102,9,Others,1
15783883,10,Others,1
15618258,11,Others,0
15598940,5,Inactive,0
15755077,8,Potential Loyalist,1
15615457,9,Potential Loyalist,0
15750867,9,Others,1
15711251,10,Others,0
15570859,7,Others,0
15812482,9,Potential Loyalist,0
15624866,9,Potential Loyalist,0
15785831,6,At Risk,0
15662291,6,Others,1
15600724,11,Others,0
15595036,10,Others,0
15648800,9,Others,1
15639265,9,Others,0
15688644,10,Others,0
15615828,10,Others,0
15567630,10,Others,1
15604706,10,Others,1
15617518,6,At Risk,0
15591357,9,Others,0
15766066,12,Others,0
15721569,8,At Risk,0
15778368,12,Others,1
15808228,7,At Risk,0
15760861,10,Others,0
15642001,8,At Risk,1
15609299,10,Others,0
15656330,11,Others,0
15767954,6,Others,0
15739054,9,At Risk,0
15588923,12,Others,0
15603743,11,Others,0
15605684,9,Others,0
15711716,10,Others,1
15730272,7,At Risk,0
15794323,9,Others,0
15568595,6,At Risk,0
15804235,7,Others,0
15596870,9,Potential Loyalist,1
15654456,11,Others,1
15612139,11,Others,1
15570629,5,Inactive,0
15710316,7,At Risk,0
15691150,8,At Risk,0
15623478,8,At Risk,0
15721585,9,Others,0
15598175,9,Potential Loyalist,0
15772262,6,At Risk,0
15704954,11,Others,0
15800517,5,Inactive,0
15623063,9,Others,1
15572956,7,At Risk,0
15637690,9,Others,1
15589431,10,Others,0
15802060,7,At Risk,0
15758755,8,At Risk,0
15733974,8,At Risk,0
15627484,11,Others,0
15686461,4,Inactive,0
15690898,10,Others,0
15754443,7,At Risk,1
15712551,9,Others,1
15636977,5,Inactive,1
15772482,8,Potential Loyalist,1
15707567,11,Others,1
15623450,6,At Risk,0
15659656,12,Others,0
15806926,7,Others,0
15787014,6,At Risk,0
15690456,8,At Risk,0
15774166,9,Others,0
15762455,8,At Risk,0
15710034,10,Others,1
15657830,9,Potential Loyalist,0
15781875,6,Others,0
15581700,9,Others,0
15567367,8,At Risk,0
15796071,9,Others,0
15805312,8,At Risk,0
15665811,8,At Risk,0
15694200,10,Others,1
15629551,6,At Risk,0
15694556,9,Potential Loyalist,1
15802274,9,Others,0
15724863,12,Others,1
15649297,7,At Risk,0
15604119,10,Others,0
15622833,7,At Risk,0
15756472,9,Others,0
15672983,8,Potential Loyalist,0
15598086,9,Potential Loyalist,1
15592707,7,Others,0
15766185,8,At Risk,0
15591766,9,At Risk,0
15682021,8,Potential Loyalist,0
15671209,7,Potential Loyalist,0
15691906,8,Potential Loyalist,1
15596671,10,Others,1
15783501,9,Potential Loyalist,0
15680001,7,Others,0
15639322,8,Potential Loyalist,0
15809663,10,Others,0
15757188,5,Inactive,0
15665416,8,At Risk,0
15654292,6,Others,0
15686909,10,Others,0
15762793,8,Potential Loyalist,0
15709917,12,Others,0
15651823,10,Others,1
15762169,5,Inactive,1
15800440,11,Others,0
15754849,5,Inactive,0
15605425,9,Potential Loyalist,0
15804017,11,Others,0
15598586,6,At Risk,0
15768449,4,Inactive,0
15613699,9,Others,1
15688059,4,Inactive,0
15686743,6,Others,0
15658409,5,Inactive,1
15701318,8,At Risk,0
15655410,10,Others,1
15771857,4,Inactive,0
15792176,11,Others,0
15796351,8,Potential Loyalist,0
15701319,4,Inactive,1
15812513,7,At Risk,1
15600700,7,At Risk,0
15744983,10,Others,0
15772996,8,Potential Loyalist,0
15659651,9,Others,1
15667742,9,At Risk,0
15797595,6,At Risk,0
15616530,11,Others,1
15623499,9,At Risk,1
15769522,10,Others,0
15738267,9,Others,1
15618950,4,Inactive,0
15748854,11,Others,0
15679048,9,Others,0
15607133,8,Potential Loyalist,1
15768816,9,Potential Loyalist,0
15760865,9,Others,1
15651450,6,Others,0
15686718,8,At Risk,0
15640846,8,Potential Loyalist,1
15773456,9,Others,0
15711901,9,Others,0
15674541,10,Others,1
15613518,9,At Risk,0
15783349,10,Others,0
15626900,10,Others,0
15695097,10,Others,0
15713346,6,At Risk,0
15748660,10,Others,1
15716491,9,At Risk,1
15581198,10,Others,1
15802483,4,Inactive,0
15711759,7,At Risk,0
15667046,9,Others,0
15665678,6,At Risk,0
15719991,10,Others,1
15642997,9,Others,0
15633897,8,Potential Loyalist,0
15702014,10,Others,0
15788224,12,Others,0
15703820,5,Inactive,1
15598892,12,Others,0
15669490,8,Potential Loyalist,0
15569209,7,At Risk,0
15777211,6,At Risk,0
15666173,10,Others,0
15790596,11,Others,0
15766272,10,Others,0
15754084,10,Others,0
15656148,7,Potential Loyalist,1
15673084,11,Others,0
15567860,7,Others,1
15798470,10,Others,1
15757628,6,At Risk,0
15588955,7,Potential Loyalist,1
15725776,10,Others,0
15810660,7,At Risk,0
15613216,10,Others,0
15725094,8,At Risk,0
15699637,6,At Risk,0
15574554,4,Inactive,0
15799358,9,At Risk,1
15806467,12,Others,1
15812071,7,At Risk,0
15642202,7,At Risk,0
15726832,9,Others,0
15574324,9,Others,0
15724444,8,Potential Loyalist,0
15669411,10,Others,1
15766649,9,At Risk,0
15763704,10,Others,0
15681068,9,Others,0
15634950,6,At Risk,1
15642821,10,Others,1
15743976,6,At Risk,0
15722599,7,At Risk,0
15745375,9,Potential Loyalist,0
15758813,10,Others,1
15749068,7,At Risk,1
15633840,8,Potential Loyalist,0
15701605,10,Others,0
15803947,11,Others,1
15631882,9,At Risk,0
15580956,8,At Risk,1
15723263,6,At Risk,1
15788189,9,Others,0
15707974,9,Potential Loyalist,0
15681991,9,Others,0
15654372,9,Potential Loyalist,0
15630920,10,Others,0
15596405,4,Inactive,0
15580701,9,Potential Loyalist,1
15652615,6,At Risk,0
15761024,7,Others,0
15605341,6,At Risk,0
15596713,4,Inactive,0
15658475,9,Others,1
15780716,6,Others,0
15736228,9,Others,0
15595766,5,Inactive,0
15814816,12,Others,1
15612108,7,At Risk,0
15746490,7,At Risk,0
15672246,9,Others,0
15657386,10,Others,0
15594786,6,At Risk,0
15754267,9,Others,0
15741693,9,Others,0
15690332,9,Others,0
15566740,10,Others,0
15704144,9,Others,0
15768193,11,Others,0
15783752,8,At Risk,0
15724648,11,Others,0
15581893,11,Others,1
15592229,11,Others,1
15605918,11,Others,0
15695932,9,At Risk,0
15795429,4,Inactive,0
15577913,6,At Risk,0
15654025,12,Others,0
15597930,10,Others,1
15685226,6,At Risk,0
15794187,8,Potential Loyalist,0
15675791,9,Potential Loyalist,0
15754929,7,At Risk,0
15615020,6,At Risk,0
15700540,12,Others,0
15577771,10,Others,1
15754820,4,Inactive,0
15773639,9,Potential Loyalist,0
15591552,9,Others,0
15587535,11,Others,0
15662955,6,Others,0
15685500,6,Others,0
15774510,7,At Risk,0
15717138,8,Potential Loyalist,0
15602280,6,At Risk,1
15661723,9,At Risk,1
15805260,10,Others,1
15579166,6,At Risk,0
15654700,9,Potential Loyalist,1
15756751,11,Others,1
15775104,10,Others,0
15582129,8,Potential Loyalist,1
15802381,9,At Risk,0
15726186,8,Potential Loyalist,0
15777352,9,Others,0
15633260,11,Others,0
15691543,10,Others,0
15775067,9,Others,1
15708048,11,Others,0
15750014,8,Potential Loyalist,0
15626044,6,Others,0
15686964,9,At Risk,0
15766765,9,Others,0
15633474,9,Others,0
15738411,8,At Risk,0
15759537,4,Inactive,0
15713826,12,Others,1
15716449,9,At Risk,0
15642785,11,Others,0
15628420,12,Others,0
15672637,12,Others,0
15764491,4,Inactive,0
15627162,10,Others,0
15726796,6,At Risk,0
15781802,10,Others,1
15593954,11,Others,0
15773723,6,At Risk,1
15794916,6,At Risk,0
15797710,10,Others,0
15619616,8,At Risk,0
15584536,9,Others,1
15684469,9,Potential Loyalist,0
15591091,10,Others,1
15735572,6,At Risk,1
15736299,10,Others,0
15569670,6,At Risk,0
15679062,4,Inactive,0
15744368,7,At Risk,0
15625941,6,At Risk,0
15634628,10,Others,0
15629511,10,Others,0
15795166,4,Inactive,0
15652674,11,Others,0
15590820,11,Others,0
15710928,6,At Risk,0
15607065,9,At Risk,0
15779059,5,Inactive,0
15567246,6,Others,0
15585580,6,At Risk,1
15580872,9,Potential Loyalist,0
15716420,7,At Risk,0
15780432,9,Potential Loyalist,1
15660541,11,Others,0
15806983,9,Potential Loyalist,0
15618661,6,At Risk,0
15737814,9,Potential Loyalist,1
15789371,5,Inactive,0
15581036,9,Potential Loyalist,1
15657809,4,Inactive,1
15783522,6,At Risk,0
15771540,8,At Risk,0
15756301,10,Others,0
15658614,4,Inactive,0
15747458,6,Others,0
15679804,5,Inactive,0
15681180,9,Others,0
15652808,11,Others,0
15568506,4,Inactive,0
15617136,6,At Risk,0
15596992,9,Others,1
15689061,5,Inactive,0
15611371,8,At Risk,0
15700826,10,Others,0
15698902,10,Others,1
15693864,11,Others,1
15691170,6,At Risk,0
15584776,8,At Risk,0
15616859,8,Potential Loyalist,1
15594041,10,Others,0
15810839,12,Others,0
15721433,9,Potential Loyalist,0
15799998,10,Others,0
15742442,9,At Risk,0
15596962,5,Inactive,0
15773260,10,Others,0
15623744,6,At Risk,0
15775153,11,Others,0
15647725,7,Potential Loyalist,1
15782360,9,Others,1
15664339,12,Others,1
15640953,7,Others,0
15752300,8,At Risk,0
15675675,11,Others,0
15616088,8,At Risk,0
15790379,6,At Risk,0
15604304,8,At Risk,0
15659710,8,Potential Loyalist,0
15814268,11,Others,0
15713673,11,Others,0
15789753,9,At Risk,0
15786905,9,Others,0
15591512,10,Others,1
15647099,8,At Risk,0
15742272,10,Others,1
15674526,8,At Risk,0
15668289,10,Others,0
15689168,10,Others,0
15815534,11,Others,0
15635964,12,Others,1
15723706,10,Others,0
15750776,11,Others,0
15662337,10,Others,1
15738224,10,Others,0
15722532,6,At Risk,0
15660871,9,Others,0
15634218,9,Potential Loyalist,0
15655903,7,At Risk,0
15617866,5,Inactive,0
15618401,4,Inactive,0
15665634,6,At Risk,0
15647008,9,Potential Loyalist,1
15692430,9,Potential Loyalist,0
15620746,12,Others,0
15795246,4,Inactive,0
15813917,8,At Risk,0
15634949,5,Inactive,0
15592816,10,Others,1
15628155,6,At Risk,0
15806438,12,Others,1
15622911,9,At Risk,0
15620204,8,Potential Loyalist,1
15583764,12,Others,0
15783398,9,Others,0
15791102,4,Inactive,1
15673619,8,At Risk,0
15616270,9,At Risk,0
15609187,11,Others,0
15610156,10,Others,0
15604536,9,At Risk,0
15610379,6,At Risk,0
15782418,6,At Risk,1
15797692,10,Others,0
15599289,7,At Risk,0
15750769,9,Others,0
15794939,5,Inactive,0
15672374,10,Others,1
15611157,9,Potential Loyalist,0
15760924,12,Others,0
15596339,10,Others,0
15638494,6,At Risk,0
15717191,8,Potential Loyalist,1
15644572,7,At Risk,0
15689044,9,Potential Loyalist,0
15657468,10,Others,0
15671165,7,At Risk,0
15737408,10,Others,0
15697028,10,Others,0
15648320,9,Others,0
15727944,10,Others,0
15594594,6,At Risk,0
15802909,9,Others,0
15641411,10,Others,0
15674331,9,Others,0
15579559,6,At Risk,0
15761047,9,Others,0
15619494,6,At Risk,0
15597983,6,At Risk,0
15576615,7,At Risk,0
15662698,6,At Risk,1
15788775,6,Others,0
15790324,10,Others,0
15761606,7,At Risk,0
15755798,12,Others,0
15633950,10,Others,0
15570134,5,Inactive,0
15672692,4,Inactive,0
15585192,9,At Risk,0
15784361,7,At Risk,0
15767729,5,Inactive,1
15681026,6,At Risk,1
15617603,5,Inactive,0
15811343,5,Inactive,0
15568164,5,Inactive,0
15591509,7,Others,0
15732740,9,At Risk,0
15812647,6,Others,0
15569917,10,Others,1
15738884,12,Others,0
15808621,7,Others,0
15655961,10,Others,0
15668774,11,Others,1
15815530,9,At Risk,0
15744622,9,Others,0
15587596,9,Others,0
15682523,10,Others,0
15739847,11,Others,0
15731330,6,At Risk,0
15646784,7,Others,0
15683183,10,Others,0
15728709,9,Others,0
15792668,7,Others,1
15747867,9,At Risk,0
15713912,8,At Risk,0
15737489,11,Others,0
15633419,9,Potential Loyalist,0
15757001,7,Others,0
15669282,9,At Risk,0
15694366,10,Others,0
15713426,10,Others,1
15748414,6,Others,1
15794278,7,At Risk,0
15802501,8,Potential Loyalist,0
15598331,7,At Risk,0
15786800,9,At Risk,1
15587978,8,At Risk,0
15734008,11,Others,1
15786392,12,Others,0
15800061,8,Potential Loyalist,1
15699839,9,Others,0
15585823,9,Others,0
15590434,9,At Risk,0
15628203,12,Others,0
15609058,11,Others,0
15688760,9,Others,0
15808526,9,Others,1
15658972,9,Others,0
15677135,4,Inactive,0
15709142,9,Potential Loyalist,0
15575409,10,Others,0
15583364,11,Others,0
15723873,12,Others,0
15605926,6,At Risk,0
15648489,8,At Risk,1
15568240,6,At Risk,0
15775192,9,Potential Loyalist,1
15578738,6,At Risk,0
15624623,7,At Risk,0
15781495,7,Others,0
15606076,6,At Risk,0
15723320,9,Potential Loyalist,0
15646566,8,At Risk,0
15761168,12,Others,1
15759991,12,Others,0
15683195,6,At Risk,0
15707473,10,Others,0
15770631,7,At Risk,0
15727915,11,Others,0
15652218,10,Others,0
15632826,9,Potential Loyalist,0
15613326,10,Others,0
15612187,9,Others,0
15755649,9,Others,0
15733616,7,At Risk,0
15672640,5,Inactive,0
15759874,9,Potential Loyalist,1
15584364,11,Others,1
15766683,11,Others,1
15714832,9,At Risk,0
15777553,8,At Risk,1
15598695,6,At Risk,0
15654760,10,Others,0
15800434,9,At Risk,1
15682369,6,At Risk,0
15720305,11,Others,1
15624667,6,At Risk,0
15771477,9,At Risk,0
15780362,5,Inactive,0
15651627,10,Others,1
15751227,12,Others,0
15662203,6,Others,0
15773869,8,At Risk,0
15627971,10,Others,0
15776985,6,At Risk,0
15568885,9,Others,0
15759741,8,At Risk,0
15658486,9,Others,0
15624975,11,Others,0
15704746,7,Others,0
15793813,8,At Risk,0
15649078,4,Inactive,0
15759317,9,Others,0
15768295,8,At Risk,0
15566156,10,Others,0
15709232,5,Inactive,0
15673693,11,Others,0
15721921,6,At Risk,0
15727819,6,At Risk,0
15764409,6,At Risk,0
15793331,8,Potential Loyalist,0
15774507,11,Others,0
15753370,11,Others,0
15682839,6,At Risk,0
15707681,6,At Risk,0
15813163,7,At Risk,0
15791342,10,Others,0
15628219,9,Others,1
15596088,8,At Risk,0
15647111,8,At Risk,0
15679743,8,At Risk,0
15732791,7,At Risk,0
15701946,11,Others,0
15626898,10,Others,0
15748986,4,Inactive,0
15809999,9,Potential Loyalist,0
15602312,11,Others,0
15590876,10,Others,0
15710087,8,Potential Loyalist,1
15625675,10,Others,0
15732917,11,Others,1
15717286,9,Others,1
15566894,12,Others,0
15785042,10,Others,0
15790235,4,Inactive,0
15683892,9,Potential Loyalist,0
15655339,10,Others,0
15581548,11,Others,0
15633666,9,Others,0
15610105,8,Potential Loyalist,0
15682467,10,Others,0
15646302,9,Others,0
15790113,10,Others,1
15623647,10,Others,0
15684319,7,At Risk,1
15743193,8,Potential Loyalist,1
15766064,5,Inactive,0
15801336,6,At Risk,1
15792660,10,Others,0
15651280,11,Others,0
15602456,5,Inactive,0
15581479,10,Others,0
15631871,6,At Risk,0
15674637,10,Others,0
15749004,9,Potential Loyalist,0
15583392,5,Inactive,1
15674720,6,At Risk,1
15710553,9,Others,0
15625761,6,Others,1
15738634,6,At Risk,0
15740846,7,At Risk,0
15627385,7,At Risk,0
15741429,4,Inactive,0
15631685,11,Others,0
15806132,8,At Risk,0
15588019,9,Others,0
15769548,9,Others,0
15724848,10,Others,1
15660505,10,Others,1
15679029,11,Others,0
15586914,8,Potential Loyalist,0
15714087,11,Others,0
15584190,6,At Risk,0
15632365,9,Others,0
15762993,7,At Risk,0
15589147,6,At Risk,0
15814209,10,Others,0
15810716,6,Others,0
15803136,5,Inactive,0
15574071,9,Others,0
15638272,8,At Risk,0
15807593,11,Others,0
15789560,6,At Risk,1
15700383,4,Inactive,0
15753566,9,Potential Loyalist,0
15580203,11,Others,0
15693947,8,Potential Loyalist,0
15799925,4,Inactive,0
15774133,8,At Risk,0
15620756,6,At Risk,1
15612627,8,Potential Loyalist,0
15642098,9,Potential Loyalist,1
15659694,6,Others,1
15675518,10,Others,1
15572174,9,Others,0
15673180,9,Potential Loyalist,0
15569626,7,At Risk,0
15790678,9,Others,0
15797381,6,Others,1
15774696,10,Others,0
15775892,10,Others,0
15596811,9,Others,0
15748856,6,At Risk,0
15713559,5,Inactive,0
15717328,9,Potential Loyalist,1
15727489,10,Others,0
15664150,5,Inactive,0
15787204,12,Others,0
15782364,12,Others,0
15650488,6,At Risk,1
15569451,9,Others,0
15795527,9,Potential Loyalist,0
15654238,11,Others,0
15811327,11,Others,0
15785654,4,Inactive,1
15590286,9,Potential Loyalist,0
15637240,8,Potential Loyalist,0
15681924,10,Others,0
15690209,9,Potential Loyalist,0
15710421,10,Others,0
15667190,10,Others,0
15733705,6,At Risk,0
15813697,7,Others,0
15633233,10,Others,1
15814275,7,At Risk,0
15715208,6,At Risk,0
15650591,6,At Risk,1
15628950,10,Others,0
15622801,6,At Risk,0
15636592,11,Others,1
15623972,8,At Risk,0
15679760,10,Others,0
15676242,9,Potential Loyalist,1
15795370,10,Others,0
15739160,8,At Risk,0
15645847,8,Potential Loyalist,1
15624428,6,At Risk,0
15587735,7,At Risk,0
15764708,10,Others,0
15750839,9,Others,0
15704597,8,At Risk,0
15672447,8,At Risk,1
15661198,9,Others,0
15728912,10,Others,0
15672499,6,Others,0
15682563,11,Others,0
15582149,6,Others,0
15672144,7,At Risk,1
15703059,9,At Risk,0
15675650,8,At Risk,0
15646091,9,Potential Loyalist,1
15738166,8,At Risk,0
15675252,6,Others,0
15590810,7,At Risk,1
15740470,9,Potential Loyalist,0
15605059,9,Potential Loyalist,1
15654611,5,Inactive,0
15595657,9,At Risk,0
15763055,9,At Risk,0
15778463,10,Others,0
15611189,12,Others,0
15573520,6,At Risk,0
15736124,8,Potential Loyalist,0
15697000,7,At Risk,0
15810167,8,At Risk,0
15791877,8,Potential Loyalist,0
15784124,9,Potential Loyalist,1
15604515,7,At Risk,0
15573893,4,Inactive,0
15687153,9,Others,1
15752622,8,At Risk,0
15590683,8,At Risk,0
15752488,6,At Risk,0
15737741,9,Others,1
15577423,11,Others,1
15611186,10,Others,1
15581736,10,Others,0
15731148,11,Others,1
15672945,11,Others,0
15603665,8,Potential Loyalist,0
15636444,5,Inactive,0
15790810,6,At Risk,1
15664214,9,Potential Loyalist,0
15703354,9,Potential Loyalist,0
15735549,6,Others,0
15743245,9,Potential Loyalist,1
15742879,10,Others,0
15609643,6,At Risk,0
15705383,7,At Risk,0
15771674,8,Potential Loyalist,0
15579808,6,At Risk,0
15742358,6,At Risk,0
15728005,5,Inactive,0
15726289,10,Others,0
15618816,10,Others,0
15709183,9,Others,0
15792365,7,At Risk,0
15640855,8,Potential Loyalist,0
15600510,8,Potential Loyalist,0
15598782,7,At Risk,0
15596939,8,Potential Loyalist,0
15645404,9,Potential Loyalist,1
15622585,6,At Risk,0
15624850,5,Inactive,0
15763274,12,Others,0
15815295,9,Potential Loyalist,0
15632472,11,Others,0
15675320,11,Others,0
15617486,12,Others,1
15649858,6,At Risk,0
15738954,9,Others,0
15745201,5,Inactive,0
15646810,8,Potential Loyalist,1
15697310,12,Others,0
15739194,9,Potential Loyalist,0
15576824,6,Others,1
15761600,7,At Risk,0
15583026,10,Others,0
15621644,9,At Risk,0
15779052,5,Inactive,0
15796167,7,Others,0
15745417,9,At Risk,0
15754494,12,Others,0
15668669,11,Others,1
15783025,9,Potential Loyalist,0
15572265,9,Potential Loyalist,0
15787848,8,At Risk,0
15607230,4,Inactive,0
15626628,9,Potential Loyalist,0
15611947,9,Potential Loyalist,0
15573077,6,At Risk,1
15670039,9,Potential Loyalist,0
15745844,7,At Risk,1
15661974,9,Others,0
15578603,12,Others,1
15794257,8,At Risk,0
15813741,9,At Risk,0
15773221,9,Others,1
15779492,11,Others,1
15660417,9,At Risk,1
15789611,10,Others,1
15580845,8,At Risk,0
15588419,7,At Risk,1
15651144,9,Potential Loyalist,0
15574119,10,Others,0
15644882,7,At Risk,0
15592222,10,Others,0
15641366,11,Others,1
15794396,9,Others,0
15630053,11,Others,0
15600813,6,At Risk,0
15815660,10,Others,0
15631159,5,Inactive,0
15720338,4,Inactive,0
15578374,10,Others,0
15808044,5,Inactive,1
15626742,9,Others,0
15650313,6,At Risk,0
15772383,9,At Risk,0
15627190,6,At Risk,0
15761986,9,Potential Loyalist,0
15603554,8,Potential Loyalist,1
15729668,9,Potential Loyalist,0
15763662,7,Others,0
15777046,7,At Risk,0
15724161,5,Inactive,1
15795571,11,Others,0
15707322,12,Others,1
15657085,6,At Risk,0
15691875,10,Others,0
15771139,6,Others,0
15691723,8,At Risk,0
15567993,9,Others,0
15586243,6,At Risk,0
15629244,9,Others,1
15635752,5,Inactive,0
15750410,8,At Risk,0
15802220,11,Others,0
15608246,6,At Risk,1
15677105,12,Others,1
15668594,10,Others,0
15784042,6,At Risk,1
15572408,9,Potential Loyalist,0
15632256,10,Others,0
15732281,10,Others,1
15681928,12,Others,0
15615254,7,At Risk,0
15571778,7,At Risk,1
15799217,9,Others,0
15803352,6,Others,0
15660571,6,At Risk,0
15591628,7,At Risk,0
15629448,10,Others,0
15636388,10,Others,0
15668830,9,Others,0
15707674,10,Others,1
15689322,9,Potential Loyalist,0
15815420,8,At Risk,0
15714006,10,Others,0
15627262,8,Potential Loyalist,0
15594812,9,Others,0
15685826,9,Others,0
15642002,10,Others,1
15790448,10,Others,0
15616152,10,Others,0
15739931,9,Others,0
15587177,10,Others,0
15725311,4,Inactive,0
15573045,4,Inactive,0
15622478,6,Others,1
15764444,4,Inactive,0
15582741,11,Others,1
15701738,9,Others,1
15669301,10,Others,1
15764432,9,Potential Loyalist,0
15662854,11,Others,0
15580134,9,Others,0
15694098,6,At Risk,0
15570141,9,Potential Loyalist,0
15577064,9,Potential Loyalist,0
15707110,9,Potential Loyalist,0
15594270,4,Inactive,0
15603925,7,At Risk,0
15708650,9,Others,0
15752294,4,Inactive,1
15574761,9,Potential Loyalist,1
15658987,5,Inactive,0
15614847,9,At Risk,0
15812191,11,Others,0
15793042,9,Potential Loyalist,0
15720050,9,Potential Loyalist,0
15581525,9,Potential Loyalist,0
15747288,9,At Risk,1
15612832,11,Others,0
15736043,6,At Risk,0
15729975,8,At Risk,0
15619514,9,Potential Loyalist,1
15703614,10,Others,0
